A1,,487428.898,3768831.679,0
A2,,487396.2041,3768797.8191,0
M3,,487412.933,3768788.9702,0
M4,,487396.6932,3768771.7523,0
M5,,487408.1881,3768758.8995,0
M6,,487416.933,3768736.6997,0
M7,,487416.8808,3768712.871,0
M8,,487434.6357,3768713.88,0
A9,,487438.1158,3768686.5453,0
A10,,487418.9738,3768685.7163,0
